1.318,0.586,0.604,3.038
1.837,2.261,0.742,0.463
1.726,1.789,0.804,0.866
0.956,1.089,0.653,2.768
0.753,2.437,0.174,2.264
1.305,2.593,0.409,0.910
1.039,2.110,0.201,1.893
0.722,0.774,0.887,2.975
1.331,2.381,0.702,0.828
1.267,2.187,0.736,0.989
1.505,1.991,0.971,0.710
1.206,2.436,1.189,0.372
1.613,1.613,0.479,1.674
1.225,2.426,0.755,0.832
1.299,2.263,1.101,0.545
0.863,1.249,0.493,2.905
1.202,3.185,0.353,0.747
1.131,2.372,0.842,0.864
1.516,0.804,1.630,1.356
1.364,0.566,1.084,2.760
1.570,1.282,0.676,1.799
0.245,0.698,2.174,3.526
1.311,0.374,0.500,3.003
1.172,1.080,0.369,2.990
1.495,0.947,1.570,1.237
1.545,0.851,2.172,0.969
0.215,0.627,2.588,3.119
0.653,2.286,0.125,2.334
1.164,1.249,1.438,1.282
0.199,1.819,0.409,4.274
2.145,1.281,1.078,0.821
1.428,0.709,0.984,1.993
0.588,3.166,1.232,0.724
1.959,0.978,1.398,0.980
1.699,1.403,1.196,1.020
1.637,0.987,1.306,1.296
1.144,0.261,1.212,2.592
1.296,0.599,0.912,2.340
1.356,1.636,1.144,1.203
2.737,0.272,0.515,2.235
0.862,0.190,1.459,3.683
0.724,0.387,1.997,2.286
1.544,1.065,0.428,2.683
1.773,0.504,2.131,1.030
1.551,0.810,2.166,0.880
1.546,0.643,1.151,2.253
4.029,1.051,1.043,0.098
2.855,0.507,0.552,1.728
2.207,3.638,0.141,0.993
0.775,0.509,2.247,1.913
0.249,0.688,4.094,0.484
0.638,2.527,0.175,2.117
0.375,1.442,1.752,3.203
1.305,1.590,1.246,1.462
0.595,1.178,1.804,3.137
0.258,2.974,0.926,2.809
0.943,4.083,1.186,0.289
1.770,1.522,1.184,0.870
3.383,1.088,1.129,0.270
0.558,0.995,4.576,1.004
2.266,2.407,0.078,1.468
1.770,1.037,0.646,2.024
1.866,1.815,0.507,1.358
1.168,2.097,1.514,0.640
3.606,0.913,0.748,0.801
3.895,0.917,0.514,0.851
1.109,0.971,0.701,2.712
2.698,0.410,1.357,1.238
3.130,0.833,0.844,1.273
1.897,1.253,0.905,1.255
3.663,0.595,1.130,1.264
0.803,3.423,1.223,0.347
0.981,1.920,0.586,1.777
1.416,0.828,2.576,0.680
1.164,0.786,2.176,2.649
1.777,1.436,1.462,0.821
3.236,1.083,1.158,0.514
1.429,2.143,0.346,1.831
1.295,3.217,0.336,1.010
1.281,3.579,0.374,0.776
3.054,1.069,0.675,1.475
2.264,1.424,0.520,1.883
2.291,0.708,1.606,2.107
3.537,1.030,0.384,1.308
1.008,0.267,0.843,3.709
1.769,1.747,0.741,1.167
2.557,1.141,0.901,1.001
1.997,1.614,0.127,2.359
4.263,0.358,0.795,0.846
3.922,0.950,1.262,0.081
3.825,0.769,0.609,1.024
2.305,1.632,1.871,0.199
1.590,1.579,0.905,1.245
2.220,1.050,1.496,0.758
2.094,1.336,0.822,1.337
2.095,1.034,0.702,1.710
2.752,0.980,1.583,0.498
1.365,0.849,2.571,0.662
1.128,1.543,2.008,0.627
2.805,0.414,0.893,1.551
1.695,1.890,0.886,1.107
1.808,2.242,0.930,0.766
0.813,0.689,1.399,2.120
2.906,0.521,1.837,0.495
4.593,0.501,0.982,0.090
2.795,0.412,0.780,1.694
3.645,0.762,0.905,0.826
3.142,0.983,0.603,1.287
1.366,1.518,0.952,1.413
2.023,1.393,0.830,1.312
2.511,1.061,1.916,0.462
2.151,1.150,1.187,1.042
1.294,2.228,1.219,1.263
1.960,1.898,0.779,0.820
4.085,0.347,0.990,0.846
1.303,1.772,2.158,1.546
3.189,1.316,0.526,0.656
3.353,0.819,1.053,0.508
3.791,1.296,0.922,1.011
3.338,1.164,0.171,1.279
3.028,0.831,0.046,2.484
2.368,1.103,1.353,1.774
2.164,0.905,1.167,2.392
2.557,1.510,0.749,0.823
1.916,1.165,1.069,1.118
2.294,1.972,1.069,0.471
3.501,0.964,0.643,1.130
3.854,0.923,1.353,0.691
3.526,1.371,0.934,0.574
1.956,1.413,0.950,1.160
2.256,0.891,0.821,1.658
2.811,1.169,1.086,0.652
2.689,1.241,0.769,1.267
0.611,2.372,0.074,3.698
3.119,0.703,2.254,0.101
3.046,1.429,0.852,0.770
0.803,0.445,2.011,1.931
1.375,1.197,2.035,0.580
1.173,0.727,0.374,2.859
2.880,0.757,1.095,0.774
3.230,0.919,0.995,0.491
4.273,0.595,1.605,0.283
4.902,0.397,1.140,0.246
4.055,0.421,1.194,0.721
3.373,1.156,0.441,0.780
1.693,2.157,1.640,1.397
3.554,0.817,0.866,0.538
3.254,0.535,0.582,1.383
3.485,0.849,0.435,0.998
3.516,0.598,1.484,0.293
3.376,1.356,0.181,0.975
3.365,1.810,1.249,0.225
2.913,1.282,0.744,0.979
2.398,0.913,1.495,0.643
1.696,1.573,0.626,1.420
2.305,0.901,0.845,1.625
2.482,0.948,1.169,0.971
2.221,1.067,1.420,0.825
1.504,1.534,0.938,1.334
1.622,1.540,1.292,2.056
3.016,1.873,0.339,0.615
3.685,1.222,0.770,0.470
2.525,1.194,1.626,0.498
2.690,1.661,0.678,0.675
2.568,1.658,0.677,0.768
1.217,1.258,0.908,1.781
0.676,2.711,1.201,1.070
1.129,0.762,0.654,2.518
0.662,0.559,1.958,1.889
2.165,1.107,1.317,0.765
1.616,0.974,0.630,1.986
0.921,2.249,1.059,1.326
1.800,0.952,1.397,1.153
3.231,1.114,0.552,1.055
2.094,1.191,1.208,0.853
1.773,1.643,1.113,0.850
1.518,1.373,1.018,1.222
2.139,0.758,1.545,0.996
2.495,1.156,1.821,0.367
2.456,1.622,0.534,1.015
0.607,2.148,0.277,2.148
1.825,1.569,0.800,1.207
2.647,2.107,0.667,0.660
2.191,1.655,1.232,0.575
1.794,3.013,0.315,0.815
1.180,1.103,1.942,0.962
1.296,2.083,0.667,1.399
1.153,0.731,0.727,2.508
0.724,1.983,0.628,1.744
1.590,2.071,0.489,1.137
1.168,0.402,0.928,2.731
0.789,1.810,0.673,2.108
2.442,0.247,2.194,2.066
0.828,1.736,1.106,1.950
1.010,1.145,3.123,0.437
0.168,0.272,0.012,6.041
0.155,3.681,0.152,3.336
1.103,4.589,0.079,0.549
0.140,1.064,0.023,5.064
1.578,0.351,1.249,2.607
0.041,0.210,0.367,5.191
3.047,1.572,0.987,0.188
0.498,1.634,0.394,3.351
0.663,1.148,1.967,2.145
0.523,1.471,1.371,2.046
2.154,1.725,0.656,1.835
1.056,1.014,2.145,1.604
2.577,0.658,2.197,0.553
2.219,1.234,2.156,0.294
2.135,2.151,0.478,0.989
0.336,0.054,0.503,5.309
0.975,3.484,0.056,1.496
0.082,0.279,0.065,5.838
0.082,0.311,0.065,5.747
1.247,1.065,1.428,1.609
0.552,1.599,1.669,1.564
2.186,1.568,1.722,1.569
1.593,1.333,0.089,4.014
0.220,5.532,0.202,0.163
1.505,1.994,0.384,1.717
2.093,1.150,0.636,2.525
2.670,0.753,1.177,1.262
0.629,1.719,1.901,1.351
0.352,5.230,0.101,0.413
0.275,4.087,0.262,2.619
0.321,3.833,0.249,2.903
0.659,0.015,0.596,5.656
1.570,0.622,1.937,1.654
2.055,0.238,1.253,2.395
1.007,2.505,1.748,0.374
2.592,0.385,2.440,1.703
1.748,1.806,0.054,3.336
1.503,1.042,3.182,1.373
1.034,2.503,1.677,0.403
2.201,2.361,0.082,1.420
0.696,3.022,2.132,0.804
1.452,3.210,1.419,0.631
0.567,5.319,0.298,0.024
0.385,0.028,0.243,6.409
1.112,0.639,3.124,1.262
0.747,0.088,2.290,2.139
0.815,2.017,1.127,1.332
0.255,3.079,1.758,0.610
1.184,1.277,1.114,1.589
1.176,0.530,1.911,1.641
1.216,2.071,0.943,1.056
0.157,1.644,3.346,0.981
1.229,1.566,0.566,1.830
0.193,3.224,1.729,1.011
2.941,0.652,1.205,0.703
3.633,1.632,0.815,0.927
4.179,0.478,0.950,0.749
2.584,0.534,1.125,1.150
1.339,0.257,1.849,1.713
2.366,1.301,0.758,1.048
2.449,0.984,0.903,1.021
0.496,2.806,1.218,1.298
2.529,0.493,0.916,1.464
3.457,1.484,0.595,0.751
2.109,0.377,1.254,1.601
1.608,0.375,2.051,1.850
1.330,0.372,1.478,2.066
0.975,2.684,0.652,1.086
1.021,0.147,1.280,2.790
1.023,2.593,1.125,0.768
3.536,0.632,0.613,1.035
1.887,0.440,1.216,1.757
3.163,1.402,0.482,0.709
2.926,0.503,0.667,1.608
1.379,0.281,1.131,2.464
1.141,1.855,0.808,1.552
0.682,1.221,1.326,1.988
2.403,0.620,1.409,1.326
0.975,0.762,1.629,2.214
0.385,1.224,0.832,2.731
0.091,0.940,2.196,2.099
1.084,1.405,1.756,0.987
0.471,1.565,0.536,2.630
1.279,1.000,1.105,1.982
0.393,1.317,2.068,1.498
1.773,0.715,0.899,2.128
0.262,1.261,1.033,2.690
2.024,1.294,2.712,0.094
3.093,1.214,2.254,0.138
1.629,2.376,0.591,1.745
1.673,2.255,0.323,2.188
1.701,2.235,0.300,2.226
1.877,2.248,0.081,1.907
1.569,0.623,1.248,2.581
2.247,2.579,0.158,1.037
1.118,1.428,1.512,1.174
0.076,4.064,0.512,1.538
0.495,2.552,1.677,0.899
1.242,0.786,1.256,1.837
0.289,0.844,2.025,1.970
1.745,1.005,1.106,1.696
1.412,1.336,1.477,1.125
0.521,2.219,1.537,1.440
0.854,1.675,1.050,1.758
2.804,1.435,1.505,0.616
0.618,1.406,1.577,1.647
1.886,3.275,0.965,0.511
2.517,1.628,1.345,1.623
2.879,3.020,0.195,0.085
2.509,2.026,1.078,0.231
1.916,3.171,0.016,1.183
1.798,3.064,1.470,0.359
0.347,2.132,0.559,2.096
0.563,4.822,0.281,0.190
0.921,4.694,0.379,0.192
0.703,1.023,0.290,3.497
0.101,3.922,0.812,1.488
0.183,1.023,4.167,0.742
0.961,0.846,2.826,0.731
0.279,1.573,1.635,2.877
3.859,0.781,0.863,1.146
1.586,0.484,0.128,3.568
2.029,2.303,0.753,1.805
2.534,0.517,2.411,0.914
1.687,0.399,3.179,0.354
0.769,1.460,0.570,2.918
2.597,0.657,0.330,2.376
1.467,0.369,1.484,2.563
0.628,0.958,0.684,3.125
2.211,0.208,0.834,2.794
0.698,0.538,2.759,1.761
0.500,1.104,2.307,1.376
0.251,3.063,0.779,2.171
1.066,1.136,0.108,3.425
3.639,0.621,1.728,0.800
1.353,1.343,2.530,1.180
1.105,1.108,3.947,0.269
0.847,1.214,3.247,0.274
0.217,0.940,3.271,0.842
1.369,0.072,0.929,3.439
1.657,1.168,3.580,0.186
1.061,0.809,3.665,0.147
0.427,1.522,3.197,0.862
0.509,0.287,3.676,1.072
2.440,0.778,2.780,0.543
0.435,3.135,1.153,0.706
0.404,1.608,3.693,0.239
1.965,0.736,3.521,0.133
0.946,0.669,3.481,0.613
1.547,1.432,3.277,0.141
0.555,0.407,4.155,0.439
2.141,1.502,2.853,0.072
0.806,4.020,0.937,0.269
0.429,4.827,0.699,0.089
0.486,3.194,0.773,0.949
0.117,1.848,3.285,1.294
1.497,0.930,3.841,0.670
0.933,0.185,3.929,1.083
1.912,1.034,2.670,1.434
0.567,0.042,4.507,0.613
2.413,1.588,1.527,1.565
0.888,4.390,0.365,0.907
0.498,5.325,0.153,0.376
0.956,4.767,0.042,0.589
0.251,4.215,0.221,2.582
0.514,4.312,0.638,0.133
0.050,0.628,3.216,3.096
1.257,0.273,3.881,1.704
0.262,0.130,3.688,2.353
0.912,0.690,3.567,2.169
0.067,0.011,3.227,2.893
1.801,0.792,3.322,1.463
0.221,4.027,0.360,2.205
0.067,3.905,0.084,2.700
0.147,3.202,0.013,3.571
0.051,2.854,3.114,0.029
0.190,4.010,1.043,0.287
1.271,0.641,1.585,1.720
0.350,2.658,1.760,0.815
0.517,0.966,1.455,2.658
1.256,0.373,1.247,2.294
0.507,2.851,1.042,1.202
4.044,0.415,1.232,0.253
2.808,0.417,0.795,1.286
3.368,1.216,1.060,0.355
3.483,0.345,0.727,1.167
2.343,0.318,1.293,1.320
1.324,0.863,1.250,1.910
3.111,0.485,0.696,1.191
0.952,0.796,2.319,1.321
0.389,1.367,1.971,1.493
1.653,0.669,1.464,1.663
0.534,0.974,1.645,2.241
0.265,1.387,1.109,2.449
0.541,1.927,2.041,0.999
0.791,2.373,0.755,1.323
1.935,1.530,2.359,0.186
0.847,2.410,0.747,1.659
0.559,1.892,1.386,1.358
0.191,2.083,1.098,1.729
1.247,0.595,1.889,1.556
1.443,2.485,0.588,1.187
0.882,1.399,1.837,1.125
0.155,0.608,4.570,0.606
1.315,0.218,4.465,0.291
0.357,0.309,4.088,0.902
0.584,0.934,4.612,0.244
0.159,0.232,4.557,0.541
0.884,0.645,4.836,0.173
0.234,4.690,0.518,0.515
0.095,5.196,0.187,0.389
0.291,4.967,0.490,0.120
0.262,5.447,0.120,0.241
0.025,3.842,0.039,2.618
0.157,3.998,0.725,0.543
0.806,1.045,1.823,1.770
0.440,1.260,1.698,1.837
1.800,1.509,1.037,1.384
0.330,1.528,1.561,1.791
1.250,1.087,1.981,1.028
3.307,0.616,1.138,0.480
0.622,1.579,1.831,1.329
1.082,2.916,0.940,0.497
0.464,2.019,1.627,1.091
1.669,2.666,0.845,0.374
0.734,1.824,2.041,0.829
0.656,1.467,3.007,0.473
0.286,1.185,1.219,2.482
0.570,1.943,1.008,2.071
3.608,0.827,0.485,0.836
1.195,0.822,1.682,1.759
1.352,2.800,0.268,1.365
1.042,0.895,1.844,1.492
1.563,2.792,0.143,1.439
1.215,1.182,1.638,1.607
1.234,1.002,2.186,1.291
1.617,1.646,0.555,1.699
0.148,0.066,0.168,6.208
0.697,1.795,1.117,1.600
0.068,0.335,0.338,5.686
1.788,0.152,0.220,4.477
0.244,0.208,0.670,4.916
0.393,1.096,0.162,5.170
0.078,0.097,0.289,5.330
0.757,0.985,0.146,5.106
0.153,0.378,0.541,5.378
0.046,0.103,0.299,5.831
0.124,0.217,0.039,5.981
0.090,0.437,4.929,0.251
0.265,1.285,2.606,1.132
1.380,0.719,1.532,1.597
0.400,3.371,1.133,0.813
1.270,0.381,1.173,2.355
0.183,2.198,0.845,1.970
1.453,1.026,1.201,1.641
0.968,0.961,1.754,1.553
1.127,0.008,0.719,5.261
0.520,0.018,0.354,6.341
1.393,0.445,2.003,1.336
0.375,3.007,1.918,0.303
0.973,1.422,2.446,0.677
